CompanyCode,Issuer,🌐,Formed,Issue,Shares,Stake,Holding date
00952,China Tonghai Communications Limited (orgdata.asp?p=818141),HK,1999-03-10,Ordinary shares, ,2015-08-28,2015-08-28
00952,China Tonghai Corporate Services Limited (orgdata.asp?p=654025),HK,1995-01-30,Ordinary shares, ,2015-08-28,2015-08-28
00952,China Tonghai Private Equity Limited (orgdata.asp?p=1418397),HK,2008-09-09,Ordinary shares, ,2015-08-28,2015-08-28
00952,GLOBAL ALLIANCE ASSET MANAGEMENT LIMITED (orgdata.asp?p=1440686),HK,2008-12-12,Ordinary shares, ,2015-08-28,2015-08-28
00952,GLOBAL ALLIANCE CAPITAL LIMITED (orgdata.asp?p=1440693),HK,2008-12-12,Ordinary shares, ,2015-08-28,2015-08-28
00952,GLOBAL ALLIANCE SECURITIES LIMITED (orgdata.asp?p=1440680),HK,2008-12-12,Ordinary shares, ,2015-08-28,2015-08-28
00952,GLOBAL ALLIANCE WEALTH MANAGEMENT LIMITED (orgdata.asp?p=1440682),HK,2008-12-12,Ordinary shares, ,2015-08-28,2015-08-28
00952,QUAM FUTURES LIMITED (orgdata.asp?p=19418),HK,1986-08-08,Ordinary shares, ,2006-03-31,2006-03-31
00952,Wolf Holdings Limited (VG) (orgdata.asp?p=12807801),VG,1994-06-16,Ordinary shares, ,2015-08-28,2015-08-28
01031,Futuremind Holdings Limited (orgdata.asp?p=1992693),VG,2004-10-19,Ordinary shares, ,2012-03-31,2012-03-31
01031,Kingston Capital Asia Limited (orgdata.asp?p=1861247),VG,2010-09-17,Ordinary shares, ,2013-04-30,2013-04-30
01031,Next Champion Limited (VG) (orgdata.asp?p=1992692),VG,,Ordinary shares, ,2012-03-31,2012-03-31
01073,"Xiamen Genben Fine Chemical Industry Co., Ltd. (orgdata.asp?p=9350)",CN,,Ordinary shares, ,1999-11-16,1999-11-16
01141,Cleanline Capital Limited (orgdata.asp?p=2572590),VG,,Ordinary shares, ,2016-08-04,2016-08-04
01141,CMBC CAPITAL FINANCE LIMITED (orgdata.asp?p=2041604),HK,2013-03-27,Ordinary shares, ,2017-12-31,2017-12-31
01141,CMBC International Capital Limited (orgdata.asp?p=2041492),HK,2013-03-27,Ordinary shares, ,2017-12-31,2017-12-31
01141,CMBC INTERNATIONAL FUTURES COMPANY LIMITED (orgdata.asp?p=131660),HK,2010-03-29,Ordinary shares, ,2017-12-31,2017-12-31
01141,CMBC INVESTMENT (HK) LIMITED (orgdata.asp?p=11788795),HK,2017-08-15,Ordinary shares, ,2017-12-31,2017-12-31
01141,CMBC SECURITIES COMPANY LIMITED (orgdata.asp?p=51062),HK,2007-07-27,Ordinary shares, ,2017-12-31,2017-12-31
01141,Gold Mission Limited (orgdata.asp?p=2543006),VG,,Ordinary shares, ,2016-03-04,2016-03-04
01141,Merton Holdings Limited (VG) (orgdata.asp?p=2496415),VG,,Ordinary shares, ,2015-01-06,2015-01-06
01141,Million Brilliance Limited (VG) (orgdata.asp?p=2384811),VG,,Ordinary shares, ,2015-02-16,2015-02-16
01141,Mission Capital Group Limited (orgdata.asp?p=2711998),VG,,Ordinary shares, ,2017-03-06,2017-03-06
01141,Mission Development Group Limited (orgdata.asp?p=2461474),VG,,Ordinary shares, ,2015-03-31,2015-03-31
01141,Ultron Prime Limited (orgdata.asp?p=2443167),VG,,Ordinary shares, ,2015-07-02,2015-07-02
01428,Bright Smart Investment Holdings Limited (orgdata.asp?p=1896241),VG,2009-10-22,Ordinary shares, ,2010-08-12,2010-08-12
01469,Get Nice Incorporated (orgdata.asp?p=2465488),VG,,Ordinary shares, ,2016-03-24,2016-03-24
01469,Steppington Holdings Limited (orgdata.asp?p=2492819),VG,2000-01-18,Ordinary shares, ,2016-03-24,2016-03-24
01776,GF Holdings (Hong Kong) Corporation Limited (orgdata.asp?p=1199696),HK,2006-06-14,Ordinary shares, ,2015-12-30,2015-12-30
01788,GUOTAI JUNAN (HONG KONG) LIMITED (orgdata.asp?p=150858),WS,1995-06-28,Ordinary shares, ,2010-06-25,2010-06-25
02611,GUOTAI JUNAN FINANCIAL HOLDINGS LIMITED (orgdata.asp?p=1304741),HK,2007-08-10,Ordinary shares, ,2012-12-31,2012-12-31
02680,CRYSTAL PROSPECT LIMITED (VG) (orgdata.asp?p=22163881),VG,2013-10-15,Ordinary shares, ,2018-08-31,2018-08-31
03329,BOCOM International (Asia) Limited (orgdata.asp?p=41210),HK,2007-05-18,Ordinary shares, ,2017-05-05,2017-05-05
03329,BOCOM International Asset Management Limited (orgdata.asp?p=71400),HK,2007-05-18,Ordinary shares, ,2017-05-05,2017-05-05
03329,BOCOM International Securities Limited (orgdata.asp?p=50703),HK,2007-05-18,Ordinary shares, ,2017-05-05,2017-05-05
03908,CHINA INTERNATIONAL CAPITAL CORPORATION (HONG KONG) LIMITED (orgdata.asp?p=5641),HK,1997-04-04,Ordinary shares, ,2012-12-31,2012-12-31
03938,Lego Financial Group Investment Holdings Limited (orgdata.asp?p=23787791),VG,2018-03-15,Ordinary shares, ,2019-09-17,2019-09-17
03958,East Milestone Company Limited (orgdata.asp?p=2436215),HK,2015-06-17,Ordinary shares, ,2018-12-31,2018-12-31
03958,ORIENT ASSET MANAGEMENT (HONG KONG) LIMITED (orgdata.asp?p=131860),HK,2010-04-19,Ordinary shares, ,2018-12-31,2018-12-31
03958,ORIENT CAPITAL (HONG KONG) LIMITED (orgdata.asp?p=2007103),HK,2013-01-11,Ordinary shares, ,2018-12-31,2018-12-31
03958,ORIENT CREDIT FINANCE (HONG KONG) LIMITED (orgdata.asp?p=2090124),HK,2013-06-26,Ordinary shares, ,2018-12-31,2018-12-31
03958,ORIENT FINANCE HOLDINGS (HONG KONG) LIMITED (orgdata.asp?p=1569412),HK,2010-02-17,Ordinary shares, ,2018-12-31,2018-12-31
03958,ORIENT FUTURES (HONG KONG) LIMITED (orgdata.asp?p=131643),HK,2010-04-20,Ordinary shares, ,2018-12-31,2018-12-31
03958,Orient Ruixin Limited (orgdata.asp?p=12112802),HK,2017-10-20,Ordinary shares, ,2018-12-31,2018-12-31
03958,ORIENT SECURITIES (HONG KONG) LIMITED (orgdata.asp?p=60545),HK,2010-04-19,Ordinary shares, ,2018-12-31,2018-12-31
03958,ORIENT SECURITIES INTERNATIONAL FINANCIAL GROUP LIMITED (orgdata.asp?p=2656187),HK,2016-11-10,Ordinary shares, ,2018-12-31,2018-12-31
06030,CITIC Securities International Company Limited (orgdata.asp?p=50239),HK,1998-04-09,Ordinary shares, ,2017-11-20,2017-11-20
06030,"GoldStone Investment Co., Ltd. (orgdata.asp?p=2596295)",CN,2007-10-11,Ordinary shares, ,2012-12-31,2012-12-31
06058,CHINA INDUSTRIAL SECURITIES INTERNATIONAL ASSET MANAGEMENT LIMITED (orgdata.asp?p=1822164),HK,2011-10-31,Ordinary shares, ,2017-03-27,2017-03-27
06058,CHINA INDUSTRIAL SECURITIES INTERNATIONAL BROKERAGE LIMITED (orgdata.asp?p=135830),HK,2011-07-20,Ordinary shares, ,2016-09-30,2016-09-30
06058,CHINA INDUSTRIAL SECURITIES INTERNATIONAL CAPITAL LIMITED (orgdata.asp?p=1939868),HK,2012-08-16,Ordinary shares, ,2016-09-30,2016-09-30
06058,CHINA INDUSTRIAL SECURITIES INTERNATIONAL FINANCE LIMITED (orgdata.asp?p=2153359),HK,2013-10-28,Ordinary shares, ,2016-09-30,2016-09-30
06058,CHINA INDUSTRIAL SECURITIES INTERNATIONAL FUTURES LIMITED (orgdata.asp?p=1846736),HK,2012-01-18,Ordinary shares, ,2016-09-30,2016-09-30
06058,CHINA INDUSTRIAL SECURITIES INTERNATIONAL INVESTMENT LIMITED (orgdata.asp?p=2274805),HK,2014-05-29,Ordinary shares, ,2016-09-30,2016-09-30
06058,CHINA INDUSTRIAL SECURITIES INTERNATIONAL WEALTH MANAGEMENT LIMITED (orgdata.asp?p=2409319),HK,2015-04-21,Ordinary shares, ,2016-09-30,2016-09-30
06099,China Merchants Securities International Company Limited (orgdata.asp?p=830927),HK,1999-07-14,Ordinary shares, ,2016-09-27,2016-09-27
06178,EVERBRIGHT SECURITIES FINANCIAL HOLDINGS LIMITED (orgdata.asp?p=1676842),HK,2010-11-19,Ordinary shares, ,2011-04-25,2011-04-25
06806,INTERNATIONAL ENTERPRISES INVESTMENT COMPANY LIMITED (orgdata.asp?p=2264),HK,1992-11-19,Ordinary shares, ,1997-12-31,1997-12-31
06806,SHENWAN HONGYUAN (INTERNATIONAL) HOLDINGS LIMITED (orgdata.asp?p=537581),HK,1992-10-29,Ordinary shares, ,2012-12-31,2012-12-31
06837,Haitong International Finance Holdings Limited (orgdata.asp?p=2164212),VG,,Ordinary shares, ,2013-10-23,2013-10-23
06837,HAITONG INTERNATIONAL HOLDINGS LIMITED (orgdata.asp?p=67896),HK,2007-07-24,Ordinary shares, ,2012-12-31,2012-12-31
06837,"Haitong UT Capital Group Co., Limited (orgdata.asp?p=1336047)",HK,2007-11-27,Note/bond, ,2014-09-12,2014-09-12
06881,China Galaxy International Financial Holdings Limited (orgdata.asp?p=1706403),HK,2011-02-09,Ordinary shares, ,2013-05-09,2013-05-09
06886,HUATAI FINANCIAL HOLDINGS (HONG KONG) LIMITED (orgdata.asp?p=49319),HK,2006-11-23,Ordinary shares, ,2014-06-26,2014-06-26
08001,Capital Business International Limited (orgdata.asp?p=2371371),VG,1996-03-26,Ordinary shares, ,2013-12-31,2013-12-31
08098,CL Group (BVI) Limited (orgdata.asp?p=1854708),VG,2010-09-15,Ordinary shares, ,2011-02-28,2011-02-28
08098,CLC FINANCE LIMITED (orgdata.asp?p=1781900),HK,2011-07-18,Ordinary shares, ,2012-12-31,2012-12-31
08210,DLS Capital Limited (orgdata.asp?p=22547847),VG,2017-10-13,Ordinary shares, ,2018-08-14,2018-08-14
