Name,SFCLink,ROs,Reps,Total,Reps v total%,LicenseStats,Licensed
Sanford C. Bernstein (Hong Kong) Limited,SFClicensees.asp?p=132197&a=0&h=Y&sort=posdn&d=2020-01-22,8,53,61,86.89,SFChistfirm.asp?p=132197&a=0,2011-09-28
DBS VICKERS (HONG KONG) LIMITED,SFClicensees.asp?p=26415&a=0&h=Y&sort=posdn&d=2020-01-22,7,53,60,88.33,SFChistfirm.asp?p=26415&a=0,2003-10-14
HAITONG INTERNATIONAL CAPITAL LIMITED,SFClicensees.asp?p=5600&a=0&h=Y&sort=posdn&d=2020-01-22,8,52,60,86.67,SFChistfirm.asp?p=5600&a=0,
iFAST Financial (HK) Limited,SFClicensees.asp?p=77000&a=0&h=Y&sort=posdn&d=2020-01-22,5,55,60,91.67,SFChistfirm.asp?p=77000&a=0,2007-03-30
MILLENNIUM CAPITAL MANAGEMENT (HONG KONG) LIMITED,SFClicensees.asp?p=74130&a=0&h=Y&sort=posdn&d=2020-01-22,4,56,60,93.33,SFChistfirm.asp?p=74130&a=0,2008-09-03
SHK FUND MANAGEMENT LIMITED,SFClicensees.asp?p=39582&a=0&h=Y&sort=posdn&d=2020-01-22,6,54,60,90.00,SFChistfirm.asp?p=39582&a=0,
SINOLINK SECURITIES (HONG KONG) COMPANY LIMITED,SFClicensees.asp?p=34259&a=0&h=Y&sort=posdn&d=2020-01-22,18,42,60,70.00,SFChistfirm.asp?p=34259&a=0,2008-02-21
SOUTH CHINA COMMODITIES LIMITED,SFClicensees.asp?p=68034&a=0&h=Y&sort=posdn&d=2020-01-22,6,54,60,90.00,SFChistfirm.asp?p=68034&a=0,
Fosun Hani Securities Limited,SFClicensees.asp?p=74116&a=0&h=Y&sort=posdn&d=2020-01-22,8,51,59,86.44,SFChistfirm.asp?p=74116&a=0,2008-06-23
Glory Sun Securities Limited,SFClicensees.asp?p=50868&a=0&h=Y&sort=posdn&d=2020-01-22,10,48,58,82.76,SFChistfirm.asp?p=50868&a=0,2012-09-18
Goldman Sachs Asset Management (Hong Kong) Limited,SFClicensees.asp?p=2403718&a=0&h=Y&sort=posdn&d=2020-01-22,8,48,56,85.71,SFChistfirm.asp?p=2403718&a=0,2016-06-24
HANG SENG INVESTMENT MANAGEMENT LIMITED,SFClicensees.asp?p=70118&a=0&h=Y&sort=posdn&d=2020-01-22,8,48,56,85.71,SFChistfirm.asp?p=70118&a=0,
KIM ENG FUTURES (HONG KONG) LIMITED,SFClicensees.asp?p=16067&a=0&h=Y&sort=posdn&d=2020-01-22,7,49,56,87.50,SFChistfirm.asp?p=16067&a=0,2011-03-25
Principal Investment & Retirement Services Limited,SFClicensees.asp?p=92646&a=0&h=Y&sort=posdn&d=2020-01-22,3,53,56,94.64,SFChistfirm.asp?p=92646&a=0,2011-08-17
AllianceBernstein Hong Kong Limited,SFClicensees.asp?p=68662&a=0&h=Y&sort=posdn&d=2020-01-22,9,46,55,83.64,SFChistfirm.asp?p=68662&a=0,2006-10-05
Essence Futures (Hong Kong) Limited,SFClicensees.asp?p=71827&a=0&h=Y&sort=posdn&d=2020-01-22,6,49,55,89.09,SFChistfirm.asp?p=71827&a=0,2010-10-25
"Capital International, Inc.",SFClicensees.asp?p=14215&a=0&h=Y&sort=posdn&d=2020-01-22,4,50,54,92.59,SFChistfirm.asp?p=14215&a=0,2007-07-03
CMBC SECURITIES COMPANY LIMITED,SFClicensees.asp?p=51062&a=0&h=Y&sort=posdn&d=2020-01-22,10,44,54,81.48,SFChistfirm.asp?p=51062&a=0,2008-01-24
RBC INVESTMENT SERVICES (ASIA) LIMITED,SFClicensees.asp?p=51041&a=0&h=Y&sort=posdn&d=2020-01-22,2,52,54,96.30,SFChistfirm.asp?p=51041&a=0,2004-10-14
BOCOM International (Asia) Limited,SFClicensees.asp?p=41210&a=0&h=Y&sort=posdn&d=2020-01-22,9,44,53,83.02,SFChistfirm.asp?p=41210&a=0,2007-09-21
"Guosen Securities (HK) Brokerage Company, Limited",SFClicensees.asp?p=59553&a=0&h=Y&sort=posdn&d=2020-01-22,9,44,53,83.02,SFChistfirm.asp?p=59553&a=0,2010-02-26
iFAST Platform Services (HK) Limited,SFClicensees.asp?p=68728&a=0&h=Y&sort=posdn&d=2020-01-22,4,49,53,92.45,SFChistfirm.asp?p=68728&a=0,2008-02-12
PACIFIC ALLIANCE INVESTMENT MANAGEMENT (HK) LIMITED,SFClicensees.asp?p=49896&a=0&h=Y&sort=posdn&d=2020-01-22,3,50,53,94.34,SFChistfirm.asp?p=49896&a=0,2007-01-09
ABCI CAPITAL LIMITED,SFClicensees.asp?p=68371&a=0&h=Y&sort=posdn&d=2020-01-22,11,41,52,78.85,SFChistfirm.asp?p=68371&a=0,2011-03-17
DWS Investments Hong Kong Limited,SFClicensees.asp?p=24241&a=0&h=Y&sort=posdn&d=2020-01-22,13,39,52,75.00,SFChistfirm.asp?p=24241&a=0,2016-03-18
GUOYUAN FUTURES (HONG KONG) LIMITED,SFClicensees.asp?p=63228&a=0&h=Y&sort=posdn&d=2020-01-22,5,47,52,90.38,SFChistfirm.asp?p=63228&a=0,2007-11-29
CORPORATE BROKERS LIMITED,SFClicensees.asp?p=50791&a=0&h=Y&sort=posdn&d=2020-01-22,4,47,51,92.16,SFChistfirm.asp?p=50791&a=0,
EAST ASIA SECURITIES COMPANY LIMITED,SFClicensees.asp?p=21200&a=0&h=Y&sort=posdn&d=2020-01-22,4,47,51,92.16,SFChistfirm.asp?p=21200&a=0,
Fidelity Management & Research (Hong Kong) Limited,SFClicensees.asp?p=131604&a=0&h=Y&sort=posdn&d=2020-01-22,8,43,51,84.31,SFChistfirm.asp?p=131604&a=0,2008-09-04
GF Capital (Hong Kong) Limited,SFClicensees.asp?p=49367&a=0&h=Y&sort=posdn&d=2020-01-22,8,43,51,84.31,SFChistfirm.asp?p=49367&a=0,2007-01-31
iFAST Securities (HK) Limited,SFClicensees.asp?p=51133&a=0&h=Y&sort=posdn&d=2020-01-22,4,47,51,92.16,SFChistfirm.asp?p=51133&a=0,
KINGSTON SECURITIES LIMITED,SFClicensees.asp?p=16123&a=0&h=Y&sort=posdn&d=2020-01-22,6,45,51,88.24,SFChistfirm.asp?p=16123&a=0,
Rifa Securities Limited,SFClicensees.asp?p=50797&a=0&h=Y&sort=posdn&d=2020-01-22,5,46,51,90.20,SFChistfirm.asp?p=50797&a=0,
AMPLE CAPITAL LIMITED,SFClicensees.asp?p=18719&a=0&h=Y&sort=posdn&d=2020-01-22,14,36,50,72.00,SFChistfirm.asp?p=18719&a=0,2007-01-02
CENTALINE SECURITIES LIMITED,SFClicensees.asp?p=132578&a=0&h=Y&sort=posdn&d=2020-01-22,3,47,50,94.00,SFChistfirm.asp?p=132578&a=0,2011-10-07
JVSakk Asset Management Limited,SFClicensees.asp?p=45171&a=0&h=Y&sort=posdn&d=2020-01-22,7,43,50,86.00,SFChistfirm.asp?p=45171&a=0,2008-08-28
PRUDENTIAL INDEX TRADING COMPANY LIMITED,SFClicensees.asp?p=58362&a=0&h=Y&sort=posdn&d=2020-01-22,3,47,50,94.00,SFChistfirm.asp?p=58362&a=0,
ASSET MANAGEMENT GROUP LIMITED,SFClicensees.asp?p=68411&a=0&h=Y&sort=posdn&d=2020-01-22,3,46,49,93.88,SFChistfirm.asp?p=68411&a=0,2006-01-17
Dongxing Securities (Hong Kong) Company Limited,SFClicensees.asp?p=2126636&a=0&h=Y&sort=posdn&d=2020-01-22,13,36,49,73.47,SFChistfirm.asp?p=2126636&a=0,2013-12-23
ZHONGTAI INTERNATIONAL FUTURES LIMITED,SFClicensees.asp?p=1893176&a=0&h=Y&sort=posdn&d=2020-01-22,6,43,49,87.76,SFChistfirm.asp?p=1893176&a=0,2012-12-07
CENTALINE WEALTH MANAGEMENT LIMITED,SFClicensees.asp?p=68714&a=0&h=Y&sort=posdn&d=2020-01-22,5,43,48,89.58,SFChistfirm.asp?p=68714&a=0,2004-04-02
CHINA INTERNATIONAL CAPITAL CORPORATION HONG KONG ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=68521&a=0&h=Y&sort=posdn&d=2020-01-22,9,39,48,81.25,SFChistfirm.asp?p=68521&a=0,2006-07-03
"HGNH International Futures Co., Limited",SFClicensees.asp?p=68647&a=0&h=Y&sort=posdn&d=2020-01-22,7,41,48,85.42,SFChistfirm.asp?p=68647&a=0,2007-06-26
T.F.S. Derivatives HK Limited,SFClicensees.asp?p=71425&a=0&h=Y&sort=posdn&d=2020-01-22,8,40,48,83.33,SFChistfirm.asp?p=71425&a=0,2009-04-03
BARING ASSET MANAGEMENT (ASIA) LIMITED,SFClicensees.asp?p=33310&a=0&h=Y&sort=posdn&d=2020-01-22,9,38,47,80.85,SFChistfirm.asp?p=33310&a=0,2003-08-29
"E FUND MANAGEMENT (HONG KONG) CO., LIMITED",SFClicensees.asp?p=77756&a=0&h=Y&sort=posdn&d=2020-01-22,10,37,47,78.72,SFChistfirm.asp?p=77756&a=0,2009-01-02
ICBC INTERNATIONAL FUND MANAGEMENT LIMITED,SFClicensees.asp?p=68485&a=0&h=Y&sort=posdn&d=2020-01-22,8,39,47,82.98,SFChistfirm.asp?p=68485&a=0,2009-11-16
ICBC INTERNATIONAL FUTURES LIMITED,SFClicensees.asp?p=68486&a=0&h=Y&sort=posdn&d=2020-01-22,8,39,47,82.98,SFChistfirm.asp?p=68486&a=0,2009-05-06
PIMCO Asia Limited,SFClicensees.asp?p=70061&a=0&h=Y&sort=posdn&d=2020-01-22,4,43,47,91.49,SFChistfirm.asp?p=70061&a=0,2006-05-17
PING AN OF CHINA ASSET MANAGEMENT (HONG KONG) COMPANY LIMITED,SFClicensees.asp?p=70773&a=0&h=Y&sort=posdn&d=2020-01-22,10,37,47,78.72,SFChistfirm.asp?p=70773&a=0,2007-03-01
SMBC Nikko Securities (Hong Kong) Limited,SFClicensees.asp?p=50971&a=0&h=Y&sort=posdn&d=2020-01-22,11,36,47,76.60,SFChistfirm.asp?p=50971&a=0,2012-07-20
Success Securities Limited,SFClicensees.asp?p=25386&a=0&h=Y&sort=posdn&d=2020-01-22,6,41,47,87.23,SFChistfirm.asp?p=25386&a=0,
VICTORY SECURITIES COMPANY LIMITED,SFClicensees.asp?p=51121&a=0&h=Y&sort=posdn&d=2020-01-22,3,44,47,93.62,SFChistfirm.asp?p=51121&a=0,2007-02-16
EVER-LONG SECURITIES COMPANY LIMITED,SFClicensees.asp?p=11190&a=0&h=Y&sort=posdn&d=2020-01-22,12,34,46,73.91,SFChistfirm.asp?p=11190&a=0,
ATHENA WEALTH MANAGEMENT LIMITED,SFClicensees.asp?p=84167&a=0&h=Y&sort=posdn&d=2020-01-22,3,42,45,93.33,SFChistfirm.asp?p=84167&a=0,2008-04-25
Evergrande Securities (Hong Kong) Limited,SFClicensees.asp?p=35344&a=0&h=Y&sort=posdn&d=2020-01-22,5,40,45,88.89,SFChistfirm.asp?p=35344&a=0,
FRANKLIN TEMPLETON INVESTMENTS (ASIA) LIMITED,SFClicensees.asp?p=49544&a=0&h=Y&sort=posdn&d=2020-01-22,9,36,45,80.00,SFChistfirm.asp?p=49544&a=0,2017-09-29
HARVEST GLOBAL INVESTMENTS LIMITED,SFClicensees.asp?p=74379&a=0&h=Y&sort=posdn&d=2020-01-22,4,41,45,91.11,SFChistfirm.asp?p=74379&a=0,2009-02-16
Mason Securities Limited,SFClicensees.asp?p=5693&a=0&h=Y&sort=posdn&d=2020-01-22,7,38,45,84.44,SFChistfirm.asp?p=5693&a=0,2016-09-02
PineBridge Investments Asia Limited,SFClicensees.asp?p=7900&a=0&h=Y&sort=posdn&d=2020-01-22,5,40,45,88.89,SFChistfirm.asp?p=7900&a=0,2009-04-02
AMTD Global Markets Limited,SFClicensees.asp?p=31066&a=0&h=Y&sort=posdn&d=2020-01-22,9,35,44,79.55,SFChistfirm.asp?p=31066&a=0,2004-12-03
BFAM Partners (Hong Kong) Limited,SFClicensees.asp?p=1612471&a=0&h=Y&sort=posdn&d=2020-01-22,3,41,44,93.18,SFChistfirm.asp?p=1612471&a=0,2012-03-30
Huarong International Securities Limited,SFClicensees.asp?p=11249&a=0&h=Y&sort=posdn&d=2020-01-22,8,36,44,81.82,SFChistfirm.asp?p=11249&a=0,2004-10-25
STOCKWELL SECURITIES LIMITED,SFClicensees.asp?p=33505&a=0&h=Y&sort=posdn&d=2020-01-22,7,37,44,84.09,SFChistfirm.asp?p=33505&a=0,
Taiping Securities (HK) Co Limited,SFClicensees.asp?p=12224&a=0&h=Y&sort=posdn&d=2020-01-22,4,40,44,90.91,SFChistfirm.asp?p=12224&a=0,
CINDA INTERNATIONAL FUTURES LIMITED,SFClicensees.asp?p=49419&a=0&h=Y&sort=posdn&d=2020-01-22,5,38,43,88.37,SFChistfirm.asp?p=49419&a=0,
PING AN OF CHINA SECURITIES (HONG KONG) COMPANY LIMITED,SFClicensees.asp?p=50969&a=0&h=Y&sort=posdn&d=2020-01-22,11,32,43,74.42,SFChistfirm.asp?p=50969&a=0,2009-07-30
TAIPING ASSETS MANAGEMENT (HK) COMPANY LIMITED,SFClicensees.asp?p=71477&a=0&h=Y&sort=posdn&d=2020-01-22,6,37,43,86.05,SFChistfirm.asp?p=71477&a=0,2010-04-27
CHONG HING SECURITIES LIMITED,SFClicensees.asp?p=50782&a=0&h=Y&sort=posdn&d=2020-01-22,3,39,42,92.86,SFChistfirm.asp?p=50782&a=0,
CSOP Asset Management Limited,SFClicensees.asp?p=73558&a=0&h=Y&sort=posdn&d=2020-01-22,6,36,42,85.71,SFChistfirm.asp?p=73558&a=0,2008-09-29
FORTUNE (HK) SECURITIES LIMITED,SFClicensees.asp?p=18892&a=0&h=Y&sort=posdn&d=2020-01-22,5,37,42,88.10,SFChistfirm.asp?p=18892&a=0,
SHANXI SECURITIES INTERNATIONAL LIMITED,SFClicensees.asp?p=2316057&a=0&h=Y&sort=posdn&d=2020-01-22,7,35,42,83.33,SFChistfirm.asp?p=2316057&a=0,2015-06-10
SHENWAN HONGYUAN RESEARCH (H.K.) LIMITED,SFClicensees.asp?p=70266&a=0&h=Y&sort=posdn&d=2020-01-22,8,34,42,80.95,SFChistfirm.asp?p=70266&a=0,2017-02-22
Aberdeen Standard Investments (Hong Kong) Limited,SFClicensees.asp?p=35915&a=0&h=Y&sort=posdn&d=2020-01-22,6,35,41,85.37,SFChistfirm.asp?p=35915&a=0,
CHOW SANG SANG SECURITIES LIMITED,SFClicensees.asp?p=50783&a=0&h=Y&sort=posdn&d=2020-01-22,8,33,41,80.49,SFChistfirm.asp?p=50783&a=0,
NOAH HOLDINGS (HONG KONG) LIMITED,SFClicensees.asp?p=135754&a=0&h=Y&sort=posdn&d=2020-01-22,6,35,41,85.37,SFChistfirm.asp?p=135754&a=0,2012-01-04
TAIKANG ASSET MANAGEMENT (HONG KONG) COMPANY LIMITED,SFClicensees.asp?p=131725&a=0&h=Y&sort=posdn&d=2020-01-22,8,33,41,80.49,SFChistfirm.asp?p=131725&a=0,2008-08-07
Venture Smart Asia Limited,SFClicensees.asp?p=2179164&a=0&h=Y&sort=posdn&d=2020-01-22,7,34,41,82.93,SFChistfirm.asp?p=2179164&a=0,2015-12-18
ZHONGTAI INTERNATIONAL CAPITAL LIMITED,SFClicensees.asp?p=1896613&a=0&h=Y&sort=posdn&d=2020-01-22,8,33,41,80.49,SFChistfirm.asp?p=1896613&a=0,2014-01-07
APG Investments Asia Limited,SFClicensees.asp?p=99896&a=0&h=Y&sort=posdn&d=2020-01-22,8,32,40,80.00,SFChistfirm.asp?p=99896&a=0,2008-11-18
CAPITAL GLOBAL MANAGEMENT LIMITED,SFClicensees.asp?p=56670&a=0&h=Y&sort=posdn&d=2020-01-22,4,36,40,90.00,SFChistfirm.asp?p=56670&a=0,2005-09-17
Changjiang Securities Brokerage (HK) Limited,SFClicensees.asp?p=134894&a=0&h=Y&sort=posdn&d=2020-01-22,5,35,40,87.50,SFChistfirm.asp?p=134894&a=0,2011-12-13
China Asset Management (Hong Kong) Limited,SFClicensees.asp?p=87729&a=0&h=Y&sort=posdn&d=2020-01-22,4,36,40,90.00,SFChistfirm.asp?p=87729&a=0,2008-12-10
"GF FUTURES (HONG KONG) CO., LIMITED",SFClicensees.asp?p=72031&a=0&h=Y&sort=posdn&d=2020-01-22,3,37,40,92.50,SFChistfirm.asp?p=72031&a=0,2007-02-16
"HGNH International Securities Co., Limited",SFClicensees.asp?p=2111349&a=0&h=Y&sort=posdn&d=2020-01-22,6,34,40,85.00,SFChistfirm.asp?p=2111349&a=0,2014-01-08
SPDB International Capital Limited,SFClicensees.asp?p=2439801&a=0&h=Y&sort=posdn&d=2020-01-22,8,32,40,80.00,SFChistfirm.asp?p=2439801&a=0,2015-10-13
YUE XIU FUTURES COMPANY LIMITED,SFClicensees.asp?p=12633&a=0&h=Y&sort=posdn&d=2020-01-22,7,33,40,82.50,SFChistfirm.asp?p=12633&a=0,
BGC SECURITIES (HONG KONG) LLC,SFClicensees.asp?p=66562&a=0&h=Y&sort=posdn&d=2020-01-22,5,34,39,87.18,SFChistfirm.asp?p=66562&a=0,2008-06-25
GREAT ROC CAPITAL SECURITIES LIMITED,SFClicensees.asp?p=131913&a=0&h=Y&sort=posdn&d=2020-01-22,5,34,39,87.18,SFChistfirm.asp?p=131913&a=0,2011-07-27
Guotai Junan FX Limited,SFClicensees.asp?p=67822&a=0&h=Y&sort=posdn&d=2020-01-22,4,35,39,89.74,SFChistfirm.asp?p=67822&a=0,2010-10-21
HARRIS FRASER (INTERNATIONAL) LIMITED,SFClicensees.asp?p=67816&a=0&h=Y&sort=posdn&d=2020-01-22,5,34,39,87.18,SFChistfirm.asp?p=67816&a=0,
JANE STREET HONG KONG LIMITED,SFClicensees.asp?p=1829870&a=0&h=Y&sort=posdn&d=2020-01-22,3,36,39,92.31,SFChistfirm.asp?p=1829870&a=0,2013-07-26
LUEN FAT SECURITIES COMPANY LIMITED,SFClicensees.asp?p=1470&a=0&h=Y&sort=posdn&d=2020-01-22,4,35,39,89.74,SFChistfirm.asp?p=1470&a=0,
RHB SECURITIES HONG KONG LIMITED,SFClicensees.asp?p=1441&a=0&h=Y&sort=posdn&d=2020-01-22,3,36,39,92.31,SFChistfirm.asp?p=1441&a=0,2006-11-17
ALTRUIST FINANCIAL GROUP LIMITED,SFClicensees.asp?p=76904&a=0&h=Y&sort=posdn&d=2020-01-22,2,36,38,94.74,SFChistfirm.asp?p=76904&a=0,2004-01-20
China Investment Securities International Futures Limited,SFClicensees.asp?p=1747893&a=0&h=Y&sort=posdn&d=2020-01-22,3,35,38,92.11,SFChistfirm.asp?p=1747893&a=0,2012-08-27
China PA Securities (Hong Kong) Company Limited,SFClicensees.asp?p=11668773&a=0&h=Y&sort=posdn&d=2020-01-22,4,34,38,89.47,SFChistfirm.asp?p=11668773&a=0,2019-05-07
CMB INTERNATIONAL FUTURES LIMITED,SFClicensees.asp?p=51136&a=0&h=Y&sort=posdn&d=2020-01-22,3,35,38,92.11,SFChistfirm.asp?p=51136&a=0,
FIRST SHANGHAI FUTURES LIMITED,SFClicensees.asp?p=49567&a=0&h=Y&sort=posdn&d=2020-01-22,4,34,38,89.47,SFChistfirm.asp?p=49567&a=0,
Segantii Capital Management Limited,SFClicensees.asp?p=70519&a=0&h=Y&sort=posdn&d=2020-01-22,3,35,38,92.11,SFChistfirm.asp?p=70519&a=0,2007-11-22
CSC SECURITIES (HK) LIMITED,SFClicensees.asp?p=50794&a=0&h=Y&sort=posdn&d=2020-01-22,5,32,37,86.49,SFChistfirm.asp?p=50794&a=0,2003-12-29
ICBC INTERNATIONAL RESEARCH LIMITED,SFClicensees.asp?p=68506&a=0&h=Y&sort=posdn&d=2020-01-22,8,29,37,78.38,SFChistfirm.asp?p=68506&a=0,2009-07-10
ORIENT FUTURES (HONG KONG) LIMITED,SFClicensees.asp?p=131643&a=0&h=Y&sort=posdn&d=2020-01-22,5,32,37,86.49,SFChistfirm.asp?p=131643&a=0,2011-02-28
SHENWAN HONGYUAN CAPITAL (H.K.) LIMITED,SFClicensees.asp?p=9131&a=0&h=Y&sort=posdn&d=2020-01-22,10,27,37,72.97,SFChistfirm.asp?p=9131&a=0,
Wisdom Asset Management Limited (HK),SFClicensees.asp?p=2665010&a=0&h=Y&sort=posdn&d=2020-01-22,4,33,37,89.19,SFChistfirm.asp?p=2665010&a=0,2017-06-27
ZHONGRONG PT SECURITIES LIMITED,SFClicensees.asp?p=1468&a=0&h=Y&sort=posdn&d=2020-01-22,7,30,37,81.08,SFChistfirm.asp?p=1468&a=0,2010-07-30
LOMBARD ODIER (HONG KONG) LIMITED,SFClicensees.asp?p=66327&a=0&h=Y&sort=posdn&d=2020-01-22,6,30,36,83.33,SFChistfirm.asp?p=66327&a=0,
Wells Fargo Securities Asia Limited,SFClicensees.asp?p=74457&a=0&h=Y&sort=posdn&d=2020-01-22,11,25,36,69.44,SFChistfirm.asp?p=74457&a=0,2008-04-25
BOCHK Asset Management Limited,SFClicensees.asp?p=131571&a=0&h=Y&sort=posdn&d=2020-01-22,4,31,35,88.57,SFChistfirm.asp?p=131571&a=0,2010-12-15
"CAITONG INTERNATIONAL SECURITIES CO., LIMITED",SFClicensees.asp?p=1847841&a=0&h=Y&sort=posdn&d=2020-01-22,5,30,35,85.71,SFChistfirm.asp?p=1847841&a=0,2012-08-01
Mayfair & Ayers Financial Group Limited,SFClicensees.asp?p=59545&a=0&h=Y&sort=posdn&d=2020-01-22,9,26,35,74.29,SFChistfirm.asp?p=59545&a=0,2006-07-17
Neuberger Berman Asia Limited,SFClicensees.asp?p=70270&a=0&h=Y&sort=posdn&d=2020-01-22,3,32,35,91.43,SFChistfirm.asp?p=70270&a=0,2008-03-13
PineBridge Investments Hong Kong Limited,SFClicensees.asp?p=61749&a=0&h=Y&sort=posdn&d=2020-01-22,4,31,35,88.57,SFChistfirm.asp?p=61749&a=0,
UPBEST SECURITIES COMPANY LIMITED,SFClicensees.asp?p=9844&a=0&h=Y&sort=posdn&d=2020-01-22,5,30,35,85.71,SFChistfirm.asp?p=9844&a=0,
VALUABLE CAPITAL LIMITED,SFClicensees.asp?p=66411&a=0&h=Y&sort=posdn&d=2020-01-22,7,28,35,80.00,SFChistfirm.asp?p=66411&a=0,2010-07-14
Mirae Asset Securities (HK) Limited,SFClicensees.asp?p=48792&a=0&h=Y&sort=posdn&d=2020-01-22,9,25,34,73.53,SFChistfirm.asp?p=48792&a=0,2017-03-01
Northern Trust Company of Hong Kong Limited (The),SFClicensees.asp?p=69964&a=0&h=Y&sort=posdn&d=2020-01-22,11,23,34,67.65,SFChistfirm.asp?p=69964&a=0,2011-09-05
Robeco Hong Kong Limited,SFClicensees.asp?p=49572&a=0&h=Y&sort=posdn&d=2020-01-22,6,28,34,82.35,SFChistfirm.asp?p=49572&a=0,2007-12-18
Somerley Capital Limited,SFClicensees.asp?p=2003564&a=0&h=Y&sort=posdn&d=2020-01-22,11,23,34,67.65,SFChistfirm.asp?p=2003564&a=0,2013-10-02
SOUTHWEST SECURITIES (HK) BROKERAGE LIMITED,SFClicensees.asp?p=51093&a=0&h=Y&sort=posdn&d=2020-01-22,11,23,34,67.65,SFChistfirm.asp?p=51093&a=0,2010-02-23
Amundi Hong Kong Limited,SFClicensees.asp?p=69153&a=0&h=Y&sort=posdn&d=2020-01-22,5,28,33,84.85,SFChistfirm.asp?p=69153&a=0,
Blackwell Global Securities Limited,SFClicensees.asp?p=2512910&a=0&h=Y&sort=posdn&d=2020-01-22,4,29,33,87.88,SFChistfirm.asp?p=2512910&a=0,2016-11-07
BOCI RESEARCH LIMITED,SFClicensees.asp?p=62356&a=0&h=Y&sort=posdn&d=2020-01-22,6,27,33,81.82,SFChistfirm.asp?p=62356&a=0,
ICBC Asset Management (Global) Company Limited,SFClicensees.asp?p=65253&a=0&h=Y&sort=posdn&d=2020-01-22,6,27,33,81.82,SFChistfirm.asp?p=65253&a=0,
BEA Union Investment Management Limited,SFClicensees.asp?p=68515&a=0&h=Y&sort=posdn&d=2020-01-22,7,25,32,78.13,SFChistfirm.asp?p=68515&a=0,
CHINA EVERBRIGHT ASSETS MANAGEMENT LIMITED,SFClicensees.asp?p=66272&a=0&h=Y&sort=posdn&d=2020-01-22,5,27,32,84.38,SFChistfirm.asp?p=66272&a=0,2016-06-15
"CHINA LIFE FRANKLIN ASSET MANAGEMENT CO., LIMITED",SFClicensees.asp?p=55968&a=0&h=Y&sort=posdn&d=2020-01-22,3,29,32,90.63,SFChistfirm.asp?p=55968&a=0,2006-12-08
CNCB (Hong Kong) Capital Limited,SFClicensees.asp?p=68453&a=0&h=Y&sort=posdn&d=2020-01-22,7,25,32,78.13,SFChistfirm.asp?p=68453&a=0,2010-10-27
HAITONG INTERNATIONAL ASSET MANAGEMENT (HK) LIMITED,SFClicensees.asp?p=49289&a=0&h=Y&sort=posdn&d=2020-01-22,3,29,32,90.63,SFChistfirm.asp?p=49289&a=0,2008-07-03
HAITONG INTERNATIONAL INVESTMENT MANAGERS LIMITED,SFClicensees.asp?p=14445&a=0&h=Y&sort=posdn&d=2020-01-22,3,29,32,90.63,SFChistfirm.asp?p=14445&a=0,2005-11-15
KGI Asset Management Limited,SFClicensees.asp?p=95865&a=0&h=Y&sort=posdn&d=2020-01-22,7,25,32,78.13,SFChistfirm.asp?p=95865&a=0,2013-05-31
Lego Corporate Finance Limited,SFClicensees.asp?p=2455747&a=0&h=Y&sort=posdn&d=2020-01-22,11,21,32,65.63,SFChistfirm.asp?p=2455747&a=0,2016-01-13
STATE STREET GLOBAL ADVISORS ASIA LIMITED,SFClicensees.asp?p=60536&a=0&h=Y&sort=posdn&d=2020-01-22,5,27,32,84.38,SFChistfirm.asp?p=60536&a=0,2015-07-02
Value Partners Private Equity Limited,SFClicensees.asp?p=18746&a=0&h=Y&sort=posdn&d=2020-01-22,5,27,32,84.38,SFChistfirm.asp?p=18746&a=0,
BOCOM International Asset Management Limited,SFClicensees.asp?p=71400&a=0&h=Y&sort=posdn&d=2020-01-22,6,25,31,80.65,SFChistfirm.asp?p=71400&a=0,2007-09-13
CIS SECURITIES ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=48794&a=0&h=Y&sort=posdn&d=2020-01-22,4,27,31,87.10,SFChistfirm.asp?p=48794&a=0,2007-12-07
COMPUTERSHARE HONG KONG INVESTOR SERVICES LIMITED,SFClicensees.asp?p=5147&a=0&h=Y&sort=posdn&d=2020-01-22,4,27,31,87.10,SFChistfirm.asp?p=5147&a=0,2008-12-17
Freeman Securities Limited,SFClicensees.asp?p=50799&a=0&h=Y&sort=posdn&d=2020-01-22,6,25,31,80.65,SFChistfirm.asp?p=50799&a=0,2008-01-08
HAITONG INTERNATIONAL ASSET MANAGEMENT LIMITED,SFClicensees.asp?p=52559&a=0&h=Y&sort=posdn&d=2020-01-22,3,28,31,90.32,SFChistfirm.asp?p=52559&a=0,
SHK ONLINE (SECURITIES) LIMITED,SFClicensees.asp?p=56697&a=0&h=Y&sort=posdn&d=2020-01-22,4,27,31,87.10,SFChistfirm.asp?p=56697&a=0,
Yunfeng Financial Markets Limited,SFClicensees.asp?p=50932&a=0&h=Y&sort=posdn&d=2020-01-22,7,24,31,77.42,SFChistfirm.asp?p=50932&a=0,
Yunfeng Securities Limited,SFClicensees.asp?p=1811863&a=0&h=Y&sort=posdn&d=2020-01-22,7,24,31,77.42,SFChistfirm.asp?p=1811863&a=0,2013-08-27
Balyasny Asset Management (Hong Kong) Limited,SFClicensees.asp?p=74452&a=0&h=Y&sort=posdn&d=2020-01-22,3,27,30,90.00,SFChistfirm.asp?p=74452&a=0,2008-03-03
